date,month,time,carbon_monoxide,tin_oxide,hydrocarbons,benzene,titania,nitrous_oxide,tungsten_oxide,nitrous_dioxide,indium_oxide,temperature,relative_humidity,absolute_humidity
12/10/2004,12,9,-200,979,-200,8.4,917,-200,795,-200,903,18.1,56.4,1.1645
12/10/2004,12,10,-200,998,-200,9.0,941,-200,785,-200,914,18.2,55.9,1.1547
12/10/2004,12,11,-200,962,-200,8.3,911,-200,793,-200,872,19.7,49.1,1.1148
12/10/2004,12,12,-200,985,-200,9.5,957,-200,773,-200,860,20.8,45.8,1.1126
12/10/2004,12,13,-200,1043,-200,12.1,1053,-200,707,-200,959,20.5,46.0,1.1000
12/10/2004,12,14,-200,929,-200,7.4,875,-200,826,-200,814,18.9,50.6,1.0927
12/10/2004,12,15,-200,946,-200,8.0,898,-200,816,-200,827,18.4,51.6,1.0832
12/10/2004,12,16,-200,955,-200,7.9,894,-200,818,-200,804,17.9,52.6,1.0711
12/10/2004,12,17,-200,1004,-200,10.9,1012,-200,730,-200,906,17.1,54.2,1.0503
12/10/2004,12,18,-200,1037,-200,12.1,1053,-200,708,-200,958,16.5,56.2,1.0455
12/10/2004,12,19,-200,1066,-200,14.7,1140,-200,670,-200,1032,16.7,54.1,1.0212
12/10/2004,12,20,-200,890,-200,6.0,813,-200,898,-200,772,15.4,57.7,108
12/10/2004,12,21,-200,843,-200,4.3,729,-200,990,-200,618,15.5,57.1,0.9971
12/10/2004,12,22,-200,834,-200,4.1,716,-200,997,-200,614,15.6,55.9,0.9850
12/10/2004,12,23,-200,809,-200,3.1,659,-200,1074,-200,550,14.8,58.4,0.9777
13/10/2004,,0,-200,786,-200,2.2,600,-200,1164,-200,511,14.8,57.9,0.9662
13/10/2004,,1,-200,747,-200,1.5,543,-200,1276,-200,469,14.6,57.6,0.9517
13/10/2004,,2,-200,723,-200,0.9,485,-200,1419,-200,425,14.6,57.1,0.9428
13/10/2004,,3,-200,704,-200,0.5,444,-200,1558,-200,394,14.4,57.6,0.9416
13/10/2004,,4,-200,709,-200,0.6,449,-200,1590,-200,392,14.5,57.4,0.9413
13/10/2004,,5,-200,726,-200,0.7,466,-200,1485,-200,408,14.3,58.4,0.9501
13/10/2004,,6,-200,798,-200,2.2,599,-200,1205,-200,517,14.7,57.4,0.9564
13/10/2004,,7,-200,925,-200,5.8,800,-200,908,-200,750,14.3,58.1,0.9404
13/10/2004,,8,-200,906,-200,5.9,809,-200,878,-200,787,14.0,58.3,0.9294
13/10/2004,,9,1.5,896,-200,5.9,809,286,882,78,788,15.4,53.2,0.9246
13/10/2004,,10,1.2,882,-200,5.3,776,281,932,72,760,16.5,49.9,0.9289
13/10/2004,,11,-200,948,-200,6.9,853,-200,859,-200,839,17.4,47.6,0.9387
13/10/2004,,12,-200,945,-200,7.7,886,-200,818,-200,827,18.0,46.1,0.9401
13/10/2004,,13,-200,942,-200,7.3,871,-200,832,-200,765,17.9,46.5,0.9474
13/10/2004,,14,-200,943,-200,7.2,864,-200,831,-200,814,17.4,48.3,0.9550
13/10/2004,,15,-200,894,-200,6.0,810,-200,892,-200,737,16.0,52.6,0.9489
13/10/2004,,16,-200,984,-200,8.3,910,-200,795,-200,875,15.3,58.7,1.0154
13/10/2004,,17,-200,1044,-200,11.2,1022,-200,726,-200,983,15.2,55.9,0.9572
13/10/2004,,18,-200,981,-200,10.1,983,-200,759,-200,942,14.8,56.3,0.9459
13/10/2004,,19,-200,1021,-200,10.6,1001,-200,731,-200,971,14.7,57.8,0.9626
13/10/2004,,20,-200,943,-200,7.2,867,-200,834,-200,891,14.8,57.3,0.9603
13/10/2004,,21,-200,863,-200,4.4,732,-200,970,-200,724,14.9,57.1,0.9581
13/10/2004,,22,-200,847,-200,3.8,698,-200,1013,-200,719,15.2,55.5,0.9521
13/10/2004,,23,-200,859,-200,3.8,698,-200,1015,-200,705,15.3,55.4,0.9564
14/10/2004,,0,-200,861,-200,4.0,712,-200,1004,-200,718,15.1,56.9,0.9673
14/10/2004,,1,-200,786,-200,2.2,602,-200,1146,-200,584,15.0,56.4,0.9554
14/10/2004,,2,-200,740,-200,1.1,506,-200,1333,-200,469,14.9,56.4,0.9474
14/10/2004,,3,-200,730,-200,0.8,483,-200,1434,-200,438,15.2,54.7,0.9394
14/10/2004,,4,-200,728,-200,0.8,475,-200,1436,-200,432,15.1,55.4,0.9439
14/10/2004,,5,-200,755,-200,1.2,517,-200,1325,-200,487,14.9,56.8,0.9541
14/10/2004,,6,-200,854,-200,3.2,663,-200,1080,-200,655,15.2,55.9,0.9589
14/10/2004,,7,-200,1079,-200,10.2,985,-200,758,-200,1009,15.3,56.3,0.9684
14/10/2004,,8,-200,1097,-200,13.6,1103,-200,659,-200,1113,15.6,55.4,0.9725
14/10/2004,,9,-200,1024,-200,9.9,976,-200,747,-200,1030,16.3,53.3,0.9809
14/10/2004,,10,-200,990,-200,9.1,942,-200,776,-200,986,20.4,42.2,0.9964
14/10/2004,,11,-200,1013,-200,8.0,901,-200,788,-200,975,21.9,39.4,1.0234
14/10/2004,,12,-200,1051,-200,9.7,968,-200,746,-200,984,21.5,41.2,1.0399
14/10/2004,,13,-200,1052,-200,9.7,966,-200,726,-200,982,22.2,41.4,1.0970
14/10/2004,,14,-200,1141,-200,12.0,1049,-200,675,-200,1117,21.0,46.8,1.1508
14/10/2004,,15,-200,1130,-200,11.3,1024,-200,679,-200,1177,21.9,44.9,1.1635
14/10/2004,,16,-200,1099,-200,10.4,993,-200,711,-200,1129,21.5,46.7,1.1837
14/10/2004,,17,-200,1182,-200,12.4,1064,-200,653,-200,1217,19.7,56.6,1.2811
14/10/2004,,18,-200,1211,-200,14.6,1135,-200,615,-200,1234,18.8,60.8,1.3036
14/10/2004,,19,-200,1340,-200,21.0,1324,-200,537,-200,1412,19.3,59.6,1.3195
14/10/2004,,20,-200,1299,-200,17.9,1237,-200,553,-200,1350,17.6,69.2,1.3803
14/10/2004,,21,-200,1046,-200,7.3,872,-200,769,-200,968,16.4,77.1,1.4243
14/10/2004,,22,-200,949,-200,4.8,754,-200,884,-200,759,16.6,77.3,1.4491
14/10/2004,,23,-200,966,-200,4.8,756,-200,908,-200,741,15.9,78.1,1.4039
15/10/2004,,0,-200,1062,-200,7.7,887,-200,770,-200,866,15.1,82.3,1.4009
15/10/2004,,1,-200,934,-200,4.3,730,-200,906,-200,757,14.8,83.8,1.4005
15/10/2004,,2,-200,862,-200,3.0,649,-200,1046,-200,675,14.4,84.6,1.3794
15/10/2004,,3,-200,823,-200,2.1,590,-200,1125,-200,624,15.8,77.6,1.3792
15/10/2004,,4,-200,839,-200,2.3,604,-200,1097,-200,605,15.2,79.4,1.3605
15/10/2004,,5,-200,879,-200,3.5,681,-200,992,-200,703,14.8,81.9,1.3735
15/10/2004,,6,-200,1095,-200,10.0,977,-200,725,-200,998,14.6,82.9,1.3706
15/10/2004,,7,-200,1359,-200,20.5,1311,-200,544,-200,1311,14.8,80.4,1.3428
15/10/2004,,8,-200,1354,-200,22.2,1358,-200,519,-200,1403,15.6,77.1,1.3527
15/10/2004,,9,-200,1420,-200,24.1,1405,-200,501,-200,1573,17.3,70.9,1.3876
15/10/2004,,10,-200,1265,-200,17.4,1221,-200,578,-200,1354,22.2,51.3,1.3543
15/10/2004,,11,-200,1146,-200,14.2,1122,-200,639,-200,1131,24.4,43.9,1.3184
15/10/2004,,12,-200,1150,-200,15.0,1149,-200,620,-200,1113,22.7,47.6,1.2989
15/10/2004,,13,-200,1282,-200,18.3,1247,-200,560,-200,1258,20.5,61.5,1.4673
15/10/2004,,14,-200,1067,-200,13.0,1085,-200,684,-200,985,23.3,40.4,1.1421
15/10/2004,,15,-200,1185,-200,18.1,1243,-200,603,-200,1197,23.2,39.9,1.1172
15/10/2004,,16,-200,1312,-200,23.1,1381,-200,540,-200,1402,21.5,44.5,1.1290
15/10/2004,,17,-200,1319,-200,24.9,1426,-200,509,-200,1491,20.9,48.5,1.1878
15/10/2004,,18,-200,1255,-200,21.7,1342,-200,539,-200,1396,19.8,53.1,1.2160
15/10/2004,,19,-200,1123,-200,14.1,1119,-200,648,-200,1198,20.1,53.6,1.2477
15/10/2004,,20,-200,1126,-200,11.9,1045,-200,689,-200,1166,19.6,56.0,1.2623
15/10/2004,,21,-200,924,-200,5.1,766,-200,902,-200,752,18.6,60.4,1.2817
15/10/2004,,22,-200,982,-200,6.8,849,-200,853,-200,717,14.5,78.3,1.2880
15/10/2004,,23,-200,936,-200,4.8,756,-200,939,-200,693,16.3,70.5,1.2921
16/10/2004,,0,-200,1069,-200,7.2,865,-200,825,-200,816,14.1,83.8,1.3460
16/10/2004,,1,-200,967,-200,5.4,785,-200,879,-200,766,14.5,81.3,1.3399
16/10/2004,,2,-200,869,-200,3.0,649,-200,1033,-200,631,14.7,80.7,1.3414
16/10/2004,,3,-200,916,-200,3.7,692,-200,986,-200,683,14.5,82.1,1.3493
16/10/2004,,4,-200,886,-200,3.6,686,-200,970,-200,654,15.0,78.4,1.3333
16/10/2004,,5,-200,926,-200,4.7,747,-200,902,-200,759,14.5,80.5,1.3221
16/10/2004,,6,-200,971,-200,6.9,851,-200,808,-200,876,14.6,79.0,1.3082
16/10/2004,,7,-200,1029,-200,7.7,886,-200,807,-200,926,15.0,74.8,1.2672
16/10/2004,,8,-200,1124,-200,12.2,1057,-200,667,-200,1091,15.9,70.4,1.2658
16/10/2004,,9,-200,1063,-200,9.6,964,-200,729,-200,1045,17.4,62.3,1.2282
16/10/2004,,10,-200,1028,-200,9.6,961,-200,756,-200,928,21.3,42.9,1.0727
16/10/2004,,11,-200,944,-200,8.3,910,-200,828,-200,777,22.0,38.9,1.0154
16/10/2004,,12,-200,913,-200,7.0,857,-200,892,-200,640,20.3,41.3,0.9745
16/10/2004,,13,-200,966,-200,8.2,906,-200,819,-200,741,20.2,45.6,1.0663
16/10/2004,,14,-200,833,-200,4.5,737,-200,1021,-200,483,20.8,37.4,0.9107
16/10/2004,,15,-200,891,-200,5.5,789,-200,960,-200,522,21.6,35.9,0.9164
16/10/2004,,16,-200,995,-200,8.7,927,-200,825,-200,718,22.0,35.7,0.9329
16/10/2004,,17,-200,1038,-200,8.7,929,-200,816,-200,798,19.9,42.0,0.9665
16/10/2004,,18,-200,1146,-200,14.0,1118,-200,695,-200,1174,19.2,46.3,1.0158
16/10/2004,,19,-200,1059,-200,9.5,958,-200,787,-200,891,17.9,56.9,1.1545
16/10/2004,,20,-200,1065,-200,7.9,893,-200,819,-200,799,14.7,75.5,1.2554
16/10/2004,,21,-200,1013,-200,6.2,822,-200,855,-200,855,15.1,78.9,1.3409
16/10/2004,,22,-200,942,-200,4.0,712,-200,979,-200,734,17.2,66.7,1.2987
16/10/2004,,23,-200,925,-200,4.4,735,-200,960,-200,691,15.4,73.2,1.2755
17/10/2004,,0,-200,871,-200,2.6,628,-200,1118,-200,557,16.5,68.5,1.2753
17/10/2004,,1,-200,864,-200,2.7,633,-200,1097,-200,523,16.4,70.3,1.3031
17/10/2004,,2,-200,929,-200,3.8,698,-200,991,-200,610,15.4,78.1,1.3557
17/10/2004,,3,-200,912,-200,3.6,690,-200,984,-200,574,15.8,75.5,1.3436
17/10/2004,,4,-200,817,-200,2.2,602,-200,1120,-200,470,16.0,69.5,1.2549
17/10/2004,,5,-200,786,-200,1.7,558,-200,1217,-200,434,15.0,71.0,1.2032
17/10/2004,,6,-200,827,-200,2.1,595,-200,1208,-200,507,13.9,75.2,1.1884
17/10/2004,,7,-200,789,-200,2.3,604,-200,1181,-200,467,15.9,62.1,1.1103
17/10/2004,,8,-200,875,-200,4.8,754,-200,961,-200,591,15.9,61.0,1.0911
17/10/2004,,9,-200,959,-200,5.6,792,-200,913,-200,717,17.1,58.7,1.1332
17/10/2004,,10,-200,969,-200,6.8,850,-200,846,-200,774,19.2,51.9,1.1404
17/10/2004,,11,-200,947,-200,6.2,821,-200,900,-200,697,21.5,42.6,1.0798
17/10/2004,,12,-200,960,-200,6.8,848,-200,866,-200,701,21.6,39.9,1.0156
17/10/2004,,13,-200,1017,-200,11.1,1020,-200,744,-200,752,21.6,40.4,1.0309
17/10/2004,,14,-200,979,-200,12.2,1057,-200,701,-200,760,22.0,37.3,0.9768
17/10/2004,,15,-200,843,-200,4.7,748,-200,999,-200,505,22.1,35.2,0.9253
17/10/2004,,16,-200,877,-200,5.1,769,-200,962,-200,529,22.4,36.0,0.9621
17/10/2004,,17,-200,1053,-200,12.7,1072,-200,733,-200,832,20.9,40.3,0.9866
17/10/2004,,18,-200,1047,-200,11.6,1037,-200,749,-200,904,19.8,41.5,0.9489
17/10/2004,,19,-200,1105,-200,12.7,1074,-200,712,-200,1050,18.2,46.0,0.9538
17/10/2004,,20,-200,1008,-200,9.7,968,-200,783,-200,1000,17.3,50.3,0.9837
17/10/2004,,21,-200,975,-200,7.8,891,-200,814,-200,911,15.8,57.6,1.0271
17/10/2004,,22,-200,954,-200,6.8,850,-200,840,-200,858,15.5,59.7,1.0413
17/10/2004,,23,-200,987,-200,8.1,904,-200,808,-200,903,15.5,60.6,1.0574
18/10/2004,,0,-200,880,-200,5.4,784,-200,922,-200,781,15.8,59.9,1.0676
18/10/2004,,1,-200,856,-200,4.4,732,-200,988,-200,714,14.8,64.3,1.0730
18/10/2004,,2,-200,788,-200,2.4,614,-200,1116,-200,625,14.8,64.7,1.0788
18/10/2004,,3,-200,760,-200,1.6,555,-200,1226,-200,568,13.8,67.6,1.0581
18/10/2004,,4,-200,777,-200,1.8,570,-200,1191,-200,616,14.5,65.0,1.0672
18/10/2004,,5,-200,825,-200,3.1,661,-200,1074,-200,710,14.0,67.4,1.0703
18/10/2004,,6,-200,1011,-200,9.2,947,-200,759,-200,953,12.6,73.6,1.0699
18/10/2004,,7,-200,1237,-200,20.8,1319,-200,576,-200,1271,13.3,70.4,1.0711
18/10/2004,,8,-200,1298,-200,26.8,1473,-200,514,-200,1447,14.4,65.8,1.0773
18/10/2004,,9,-200,1153,-200,17.7,1230,-200,616,-200,1296,16.8,57.8,1.0947
18/10/2004,,10,-200,1101,-200,14.2,1124,-200,646,-200,1217,19.7,49.3,1.1199
18/10/2004,,11,-200,1215,-200,16.8,1203,-200,599,-200,1341,21.1,47.2,1.1659
18/10/2004,,12,-200,1163,-200,16.0,1179,-200,608,-200,1180,22.2,43.2,1.1427
18/10/2004,,13,-200,1285,-200,19.9,1293,-200,549,-200,1365,21.4,47.2,1.1927
18/10/2004,,14,-200,1288,-200,18.5,1253,-200,537,-200,1410,19.9,55.4,1.2702
18/10/2004,,15,-200,1362,-200,21.4,1334,-200,512,-200,1529,20.3,54.0,1.2744
18/10/2004,,16,-200,1405,-200,22.8,1372,-200,497,-200,1573,20.0,56.5,1.3051
18/10/2004,,17,-200,1610,-200,36.5,1697,-200,407,-200,1810,19.7,57.8,1.3138
18/10/2004,,18,-200,1612,-200,38.8,1745,-200,398,-200,1834,19.3,59.0,1.3077
18/10/2004,,19,-200,1520,-200,32.3,1604,-200,436,-200,1672,18.5,60.3,1.2706
18/10/2004,,20,-200,1489,-200,29.3,1534,-200,444,-200,1686,17.8,66.3,1.3410
18/10/2004,,21,-200,1181,-200,14.2,1124,-200,597,-200,1302,17.6,65.9,1.3175
18/10/2004,,22,-200,995,-200,8.0,898,-200,761,-200,1023,17.5,63.5,1.2622
18/10/2004,,23,-200,998,-200,7.4,875,-200,779,-200,992,16.5,67.2,1.2491
19/10/2004,,0,-200,984,-200,7.2,864,-200,788,-200,960,16.2,69.1,1.2590
19/10/2004,,1,-200,1022,-200,8.0,898,-200,746,-200,955,14.9,74.7,1.2564
19/10/2004,,2,-200,951,-200,6.5,835,-200,788,-200,887,14.1,76.7,1.2273
19/10/2004,,3,-200,910,-200,5.2,773,-200,842,-200,851,14.0,76.6,1.2202
19/10/2004,,4,-200,932,-200,5.6,792,-200,818,-200,903,14.9,73.8,1.2400
19/10/2004,,5,-200,974,-200,7.0,859,-200,772,-200,954,15.2,73.1,1.2570
19/10/2004,,6,-200,1117,-200,11.5,1031,-200,669,-200,1107,15.2,73.4,1.2626
19/10/2004,,7,-200,1367,-200,21.7,1343,-200,517,-200,1442,15.2,74.7,1.2824
19/10/2004,,8,-200,1583,-200,37.9,1726,-200,404,-200,1818,15.8,71.7,1.2780
19/10/2004,,9,-200,1526,-200,30.1,1552,-200,441,-200,1802,16.6,68.4,1.2829
19/10/2004,,10,-200,1399,-200,24.5,1416,-200,485,-200,1671,17.6,64.9,1.2925
19/10/2004,,11,-200,1436,-200,25.2,1435,-200,479,-200,1710,18.3,63.8,1.3310
19/10/2004,,12,-200,1455,-200,26.5,1468,-200,474,-200,1746,19.4,61.1,1.3652
19/10/2004,,13,-200,1311,-200,19.6,1286,-200,544,-200,1495,20.9,58.1,1.4193
19/10/2004,,14,-200,1174,-200,13.4,1097,-200,640,-200,1203,22.0,54.0,1.4114
19/10/2004,,15,-200,1242,-200,15.3,1158,-200,602,-200,1252,22.8,53.0,1.4482
19/10/2004,,16,-200,1267,-200,15.1,1151,-200,593,-200,1528,21.7,57.6,1.4756
19/10/2004,,17,-200,1401,-200,21.1,1326,-200,530,-200,1629,21.3,60.8,1.5205
19/10/2004,,18,-200,1428,-200,23.6,1393,-200,490,-200,1608,21.2,61.7,1.5309
19/10/2004,,19,-200,1478,-200,25.7,1447,-200,474,-200,1664,21.2,62.2,1.5473
19/10/2004,,20,-200,1518,-200,27.2,1483,-200,454,-200,1666,20.8,65.1,1.5782
19/10/2004,,21,-200,1468,-200,24.4,1415,-200,470,-200,1594,19.9,69.0,1.5877
19/10/2004,,22,-200,1369,-200,20.3,1305,-200,513,-200,1421,18.8,73.7,1.5785
19/10/2004,,23,-200,1244,-200,14.8,1141,-200,571,-200,1337,19.2,71.3,1.5723
20/10/2004,,0,-200,1217,-200,12.8,1077,-200,603,-200,1270,19.0,71.6,1.5549
20/10/2004,,1,-200,1103,-200,10.0,979,-200,666,-200,1156,19.5,69.7,1.5596
20/10/2004,,2,-200,1118,-200,9.3,951,-200,675,-200,1124,19.4,70.1,1.5626
20/10/2004,,3,-200,1087,-200,9.3,950,-200,684,-200,1049,18.4,74.5,1.5634
20/10/2004,,4,-200,1069,-200,8.8,931,-200,688,-200,1044,18.7,73.4,1.5701
20/10/2004,,5,-200,1112,-200,10.2,985,-200,645,-200,1109,18.4,74.6,1.5631
20/10/2004,,6,-200,1196,-200,13.1,1086,-200,594,-200,1224,18.5,74.4,1.5661
20/10/2004,,7,-200,1522,-200,26.1,1457,-200,458,-200,1611,18.8,73.0,1.5737
20/10/2004,,8,-200,1715,-200,37.9,1728,-200,371,-200,2004,19.9,69.9,1.6036
20/10/2004,,9,-200,1582,-200,26.2,1459,-200,448,-200,1776,21.3,66.1,1.6556
20/10/2004,,10,-200,1494,-200,23.1,1379,-200,467,-200,1723,23.0,61.8,1.7135
20/10/2004,,11,-200,1631,-200,26.0,1455,-200,438,-200,1916,22.4,64.6,1.7271
20/10/2004,,12,-200,1650,-200,28.1,1506,-200,424,-200,1955,23.8,59.9,1.7376
20/10/2004,,13,-200,1640,-200,28.0,1503,-200,431,-200,1894,24.7,56.9,1.7472
20/10/2004,,14,-200,1589,-200,24.6,1418,-200,452,-200,1823,25.4,55.1,1.7610
20/10/2004,,15,-200,1538,-200,22.4,1362,-200,473,-200,1793,25.7,54.5,1.7684
20/10/2004,,16,4.7,1597,-200,30.9,1573,652,424,167,1956,24.8,57.7,1.7765
20/10/2004,,17,8,1884,-200,43.7,1846,895,348,194,2203,24.6,58.9,1.8005
20/10/2004,,18,7.7,1835,-200,40.0,1770,826,358,172,2073,23.9,61.8,1.8088
20/10/2004,,19,6.8,1759,-200,35.9,1684,648,373,134,1923,23.0,65.9,1.8319
20/10/2004,,20,6,1666,-200,30.1,1553,629,409,130,1780,22.4,67.7,1.8161
20/10/2004,,21,4.7,1506,-200,22.3,1360,529,458,113,1609,22.0,69.2,1.8061
20/10/2004,,22,3.4,1378,-200,17.7,1229,405,511,99,1466,21.8,69.6,1.7900
20/10/2004,,23,3.9,1448,-200,19.5,1283,461,496,109,1504,21.9,68.3,1.7699
21/10/2004,,0,4.4,1481,-200,22.3,1359,486,467,105,1518,21.7,69.7,1.7872
21/10/2004,,1,3.3,1289,-200,15.4,1161,335,552,91,1289,21.3,70.3,1.7574
21/10/2004,,2,2,1109,-200,9.3,951,210,664,77,1076,20.8,71.7,1.7415
21/10/2004,,3,1.5,994,-200,6.0,812,-200,784,-200,947,21.4,69.0,1.7421
21/10/2004,,4,-200,1015,-200,6.6,839,99,754,59,970,21.4,69.3,1.7515
21/10/2004,,5,0.8,966,-200,5.1,771,149,830,60,900,21.3,69.5,1.7447
21/10/2004,,6,1.3,1088,-200,8.8,932,203,706,72,1034,21.5,67.5,1.7080
21/10/2004,,7,2.7,1303,-200,16.6,1198,332,578,83,1235,21.9,64.8,1.6830
21/10/2004,,8,3.6,1440,-200,24.3,1412,446,494,104,1455,22.6,61.4,1.6645
21/10/2004,,9,3.6,1392,-200,20.6,1313,524,517,119,1478,22.6,61.5,1.6636
21/10/2004,,10,2.6,1248,-200,15.6,1167,347,572,105,1393,25.5,52.3,1.6796
21/10/2004,,11,2,1197,-200,12.2,1058,273,634,91,1237,27.0,47.6,1.6700
21/10/2004,,12,3.3,1357,-200,17.7,1230,404,542,103,1373,25.2,53.3,1.6834
21/10/2004,,13,2.6,1263,-200,14.8,1143,-200,578,-200,1310,26.6,49.3,1.6872
21/10/2004,,14,2.1,1261,-200,15.0,1148,312,585,111,1287,27.2,48.5,1.7172
21/10/2004,,15,2.9,1382,-200,16.7,1200,369,539,101,1413,26.9,50.0,1.7507
21/10/2004,,16,3,1400,-200,17.7,1230,362,519,102,1483,26.5,52.2,1.7769
21/10/2004,,17,3.2,1443,-200,20.9,1322,335,488,101,1539,27.0,51.0,1.7936
21/10/2004,,18,4.4,1630,-200,28.7,1520,447,427,118,1691,25.9,55.8,1.8347
21/10/2004,,19,6,1720,-200,34.8,1661,576,382,120,1846,25.1,59.4,1.8632
21/10/2004,,20,5,1600,-200,27.5,1492,486,432,107,1665,24.7,58.7,1.8001
21/10/2004,,21,4.3,1525,-200,24.9,1427,439,450,104,1577,23.6,62.2,1.7863
21/10/2004,,22,4.3,1544,-200,24.2,1409,462,448,91,1603,22.4,67.1,1.7940
21/10/2004,,23,4.2,1455,-200,22.2,1357,441,466,91,1530,21.6,69.2,1.7630
22/10/2004,,0,2.2,1203,-200,13.2,1090,223,593,74,1205,21.3,68.5,1.7164
22/10/2004,,1,1.3,1038,-200,7.9,895,126,714,63,999,21.2,68.6,1.7046
22/10/2004,,2,1,975,-200,5.9,807,116,788,57,904,20.3,70.6,1.6659
22/10/2004,,3,0.7,917,-200,4.1,714,-200,870,-200,843,20.8,67.3,1.6353
22/10/2004,,4,-200,930,-200,4.6,741,125,849,48,843,19.6,71.3,1.6120
22/10/2004,,5,0.9,960,-200,5.8,804,198,802,49,886,18.7,74.4,1.5861
22/10/2004,,6,1,982,-200,6.5,834,185,770,55,911,19.8,69.2,1.5808
22/10/2004,,7,2.8,1359,-200,19.5,1282,425,541,78,1319,19.8,69.4,1.5859
22/10/2004,,8,4.1,1500,-200,28.0,1503,465,437,91,1927,20.4,66.7,1.5781
22/10/2004,,9,2.9,1315,-200,18.7,1261,341,535,88,1554,22.3,60.6,1.6069
22/10/2004,,10,2.7,1307,-200,18.3,1248,316,525,83,1565,22.6,59.9,1.6246
22/10/2004,,11,2.1,1235,-200,14.3,1125,241,574,81,1462,24.5,54.5,1.6514
22/10/2004,,12,2.4,1310,-200,16.5,1194,266,538,83,1487,24.4,55.4,1.6712
22/10/2004,,13,3.8,1459,-200,22.9,1375,412,467,111,1690,26.0,51.9,1.7148
22/10/2004,,14,3.7,1461,-200,22.3,1358,394,474,112,1603,26.8,49.1,1.7101
22/10/2004,,15,3.7,1476,-200,22.0,1352,365,474,112,1568,26.4,49.8,1.6928
22/10/2004,,16,5.5,1612,-200,27.7,1496,548,429,137,1743,26.9,48.6,1.7017
22/10/2004,,17,5.4,1654,-200,29.8,1546,494,435,152,2007,26.2,48.9,1.6340
22/10/2004,,18,8.4,1808,-200,40.0,1771,686,373,163,2235,24.3,54.3,1.6276
22/10/2004,,19,6.8,1681,-200,35.1,1666,556,397,135,1998,23.3,58.1,1.6457
22/10/2004,,20,4.5,1494,-200,25.5,1443,467,454,119,1795,22.3,62.5,1.6616
22/10/2004,,21,2.5,1251,-200,13.7,1107,297,579,91,1407,21.3,66.1,1.6556
22/10/2004,,22,1.6,1132,-200,9.7,965,164,669,74,1211,21.2,65.7,1.6319
22/10/2004,,23,1.7,1158,-200,9.8,970,196,664,73,1202,20.3,68.1,1.6009
23/10/2004,,0,1.7,1146,-200,10.1,983,201,673,71,1136,20.4,66.7,1.5830
23/10/2004,,1,1.1,993,-200,6.0,813,132,792,57,946,19.9,67.5,1.5544
23/10/2004,,2,1,989,-200,6.0,814,146,800,51,915,19.1,70.0,1.5331
23/10/2004,,3,0.8,943,-200,4.6,746,-200,852,-200,864,19.3,68.1,1.5139
23/10/2004,,4,-200,910,-200,4.0,712,94,872,42,836,19.6,66.9,1.5125
23/10/2004,,5,0.7,925,-200,4.6,742,127,876,43,842,18.1,72.1,1.4834
23/10/2004,,6,1.2,1039,-200,7.6,882,217,724,52,1002,18.1,72.3,1.4927
23/10/2004,,7,2.3,1208,-200,13.6,1104,394,598,65,1165,17.6,74.8,1.4910
23/10/2004,,8,3,1268,-200,16.0,1179,511,545,69,1294,18.2,72.8,1.5048
23/10/2004,,9,3.3,1353,-200,18.9,1265,523,507,91,1475,20.2,65.8,1.5374
23/10/2004,,10,2.8,1317,-200,15.7,1171,471,542,92,1436,21.6,61.4,1.5696
23/10/2004,,11,3,1356,-200,16.2,1187,441,534,102,1465,23.3,57.5,1.6169
23/10/2004,,12,3.4,1414,-200,19.4,1279,414,504,118,1583,25.0,52.4,1.6356
23/10/2004,,13,3,1326,-200,16.9,1206,317,533,111,1432,25.4,50.8,1.6275
23/10/2004,,14,2.3,1211,-200,12.5,1067,230,609,101,1270,26.1,47.1,1.5724
23/10/2004,,15,3.1,1324,-200,15.8,1173,365,564,119,1354,27.0,44.2,1.5490
23/10/2004,,16,3,1324,-200,16.0,1181,360,565,115,1318,27.2,43.0,1.5246
23/10/2004,,17,3.3,1361,-200,16.3,1189,420,549,120,1351,25.6,48.3,1.5641
23/10/2004,,18,4,1475,-200,21.0,1324,475,490,115,1530,23.3,57.9,1.6376
23/10/2004,,19,4.6,1537,-200,23.1,1381,526,469,118,1615,22.2,63.6,1.6763
23/10/2004,,20,4.1,1413,-200,17.7,1231,460,520,117,1415,21.6,67.7,1.7228
23/10/2004,,21,2.3,1229,-200,12.2,1055,255,607,96,1219,21.0,69.3,1.7058
23/10/2004,,22,2.6,1297,-200,14.6,1136,283,567,89,1307,20.3,70.5,1.6599
23/10/2004,,23,2.6,1302,-200,13.1,1088,271,594,84,1297,20.0,69.5,1.6109
24/10/2004,,0,2.9,1347,-200,15.5,1165,315,573,97,1321,19.7,70.1,1.5891
24/10/2004,,1,2.1,1165,-200,11.8,1042,227,631,68,1133,19.5,70.7,1.5851
24/10/2004,,2,2.1,1155,-200,10.9,1012,243,633,66,1124,19.4,71.4,1.5959
24/10/2004,,3,1.5,1050,-200,8.4,916,-200,696,-200,997,19.3,71.1,1.5746
24/10/2004,,4,-200,1035,-200,7.0,855,142,731,51,952,18.7,73.8,1.5704
24/10/2004,,5,1.4,1057,-200,8.6,925,139,684,48,972,18.0,75.4,1.5441
24/10/2004,,6,1.2,1029,-200,7.5,880,182,709,47,965,17.3,78.4,1.5320
24/10/2004,,7,1.5,1037,-200,8.1,902,196,704,48,984,17.5,76.6,1.5174
